emdat_id,emdat_event_id,dfo_id,publisher_external_ids,workbook_row,emdat_country,dfo_country,emdat_start,emdat_end,dfo_start,dfo_end,status,reasons
2016-0179-DEU,2016-0179,DFO-4366,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,27137,Germany,France,2016-05-27,2016-06-07,2016-06-01,2016-06-21,rejected,country_mismatch
2016-0179-FRA,2016-0179,DFO-4360,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,22193,France,Germany,2016-05-28,2016-06-21,2016-05-27,2016-05-30,rejected,country_mismatch
2016-0179-FRA,2016-0179,DFO-4366,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,22193,France,France,2016-05-28,2016-06-21,2016-06-01,2016-06-21,accepted,
2016-0179-POL,2016-0179,DFO-4360,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,14620,Poland,Germany,2016-05-28,2016-05-28,2016-05-27,2016-05-30,rejected,country_mismatch
2016-0179-POL,2016-0179,DFO-4366,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,14620,Poland,France,2016-05-28,2016-05-28,2016-06-01,2016-06-21,rejected,country_mismatch;no_date_overlap
2016-0179-ROU,2016-0179,DFO-4360,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,22194,Romania,Germany,2016-06-02,2016-06-03,2016-05-27,2016-05-30,rejected,country_mismatch;no_date_overlap
2016-0179-ROU,2016-0179,DFO-4366,DFO:4360|DFO:4366|HANZE:1167|HANZE:274|HANZE:2841|HANZE:357|HANZE:41,22194,Romania,France,2016-06-02,2016-06-03,2016-06-01,2016-06-21,rejected,country_mismatch
2016-0183-USA,2016-0183,DFO-4359,DFO:4359|GLIDE:FL-2016-000056,14621,United States of America,United States of America,2016-05-27,2016-06-02,2016-05-26,2016-06-24,accepted,
2016-0184-DOM,2016-0184,DFO-4354,DFO:4354,14622,Dominican Republic,Dominican Republic • Haiti,2016-05-07,2016-05-08,2016-05-08,2016-05-11,accepted,
2016-0184-HTI,2016-0184,DFO-4354,DFO:4354,27147,Haiti,Dominican Republic • Haiti,2016-05-07,2016-05-08,2016-05-08,2016-05-11,accepted,
2016-0212-GHA,2016-0212,DFO-4361,DFO:4361,22201,Ghana,Ghana,2016-06-10,2016-06-14,2016-06-12,2016-06-21,accepted,
2016-0221-JPN,2016-0221,DFO-4363,DFO:4363|GLIDE:FL-2016-000063,14630,Japan,Japan,2016-06-20,2016-06-23,2016-06-20,2016-06-21,accepted,
2016-0232-MMR,2016-0232,DFO-4365,DFO:4365|GLIDE:FL-2016-000058,22204,Myanmar,Myanmar,2016-06-01,2016-06-24,2016-06-01,2016-08-16,accepted,
2016-0236-CHN,2016-0236,DFO-4356,DFO:4356|GLIDE:FL-2016-000044,27163,China,China,2016-06-18,2016-06-23,2016-05-08,2016-06-21,accepted,
2016-0239-IND,2016-0239,DFO-4371,DFO:4371,2801,India,India,2016-06-25,2016-07-01,2016-06-29,2016-08-26,accepted,
2016-0240-PAK,2016-0240,DFO-4372,DFO:4372|GLIDE:FL-2016-000066,27165,Pakistan,Pakistan,2016-07-03,2016-07-06,2016-07-03,2016-07-06,accepted,
2016-0241-CHN,2016-0241,DFO-4370,DFO:4370,27170,China,China,2016-06-28,2016-07-13,2016-06-28,2016-08-03,accepted,
2016-0243-CAN,2016-0243,DFO-4362,DFO:4362,14633,Canada,Canada,2016-06-14,2016-06-21,2016-06-14,2016-06-21,accepted,
2016-0244-TZA,2016-0244,DFO-4357,DFO:4357,27171,United Republic of Tanzania,United Republic of Tanzania,2016-04-22,2016-04-24,2016-04-22,2016-05-30,accepted,
2016-0246-BOL,2016-0246,DFO-4335,DFO:4335,22206,Bolivia (Plurinational State of),Bolivia (Plurinational State of),2016-02-28,2016-03-03,2016-02-28,2016-03-10,accepted,
2016-0247-AGO,2016-0247,DFO-4333,DFO:4333,27172,Angola,Angola,2016-03-01,2016-03-10,2016-03-01,2016-03-10,accepted,
2016-0248-MOZ,2016-0248,DFO-4321,DFO:4321,2798,Mozambique,Mozambique,2016-01-05,2016-01-29,2016-01-05,2016-01-29,accepted,
2016-0269-NER,2016-0269,DFO-4380,DFO:4380,27179,Niger,Niger • Senegal,2016-06-01,2016-09-07,2016-06-15,2016-08-26,accepted,
2016-0271-IND,2016-0271,DFO-4384,DFO:4384,2788,India,India,2016-07-15,2016-09-12,2016-07-15,2016-09-22,accepted,
2016-0274-SDN,2016-0274,DFO-4374,DFO:4374|GLIDE:FL-2016-000072,22216,Sudan,Sudan,2016-06-01,2016-09-08,2016-07-11,2016-08-26,rejected,incomplete_publisher_date
2016-0276-IND,2016-0276,DFO-4378,DFO:4378,14640,India,India,2016-07-09,2016-08-22,2016-07-07,2016-08-03,accepted,
2016-0288-BGD,2016-0288,DFO-4382,DFO:4382|GLIDE:FL-2016-000075,27183,Bangladesh,Bangladesh,2016-07-19,2016-08-02,2016-07-25,2016-08-26,accepted,
2016-0292-USA,2016-0292,DFO-4388,DFO:4388|GLIDE:FL-2016-000145,22225,United States of America,United States of America,2016-08-09,2016-08-16,2016-08-14,2016-08-26,accepted,
2016-0304-IND,2016-0304,DFO-4383,DFO:4383,14645,India,India,2016-08-01,2016-08-03,2016-08-01,2016-08-03,accepted,
2016-0306-IDN,2016-0306,DFO-4377,DFO:4377,27187,Indonesia,Indonesia,2016-07-11,2016-07-19,2016-07-11,2016-07-19,accepted,
2016-0307-MYS,2016-0307,DFO-4376,DFO:4376,27188,Malaysia,Malaysia,2016-07-18,2016-07-19,2016-07-18,2016-07-19,accepted,
2016-0332-MEX,2016-0332,DFO-4392,DFO:4392,2755,Mexico,Mexico,2016-09-14,2016-09-22,2016-09-14,2016-09-22,accepted,
2016-0333-MEX,2016-0333,DFO-4401,DFO:4401,2754,Mexico,Mexico,2016-09-29,2016-10-05,2016-09-29,2016-10-05,accepted,
2016-0334-GRC,2016-0334,DFO-4398,DFO:4398|HANZE:404,2753,Greece,Greece,2016-09-06,2016-09-07,2016-09-05,2016-09-08,accepted,
2016-0345-IDN,2016-0345,DFO-4394,DFO:4394|GLIDE:FL-2016-000103,22237,Indonesia,Indonesia,2016-09-20,2016-09-22,2016-09-20,2016-09-22,accepted,
2016-0360-THA,2016-0360,DFO-4403,DFO:4403,27205,Thailand,Thailand,2016-10-06,2016-10-16,2016-10-06,2016-10-16,accepted,
2016-0391-IND,2016-0391,DFO-4405,DFO:4405,14666,India,India,2016-09-21,2016-09-29,2016-09-21,2016-10-16,accepted,
2016-0400-VNM,2016-0400,DFO-4410,DFO:4410|GLIDE:TC-2016-000111,14670,Viet Nam,Viet Nam,2016-10-09,2016-10-16,2016-10-09,2016-11-10,accepted,
2016-0418-HTI,2016-0418,DFO-4415,DFO:4415,14677,Haiti,Haiti,2016-11-05,2016-11-10,2016-11-05,2016-11-10,accepted,
2016-0420-ALB,2016-0420,DFO-4417,DFO:4417|GLIDE:FL-2016-000117|HANZE:20016|HANZE:2040,22247,Albania,Albania • Montenegro,2016-11-07,2016-11-10,2016-11-07,2016-11-10,accepted,
2016-0423-DOM,2016-0423,DFO-4416,DFO:4416|GLIDE:FL-2016-000123,27216,Dominican Republic,Dominican Republic,2016-11-07,2016-11-10,2016-11-07,2016-11-10,accepted,
2016-0424-MEX,2016-0424,DFO-4414,DFO:4414,2700,Mexico,Mexico,2016-11-03,2016-11-10,2016-11-03,2016-11-10,accepted,
2016-0425-IDN,2016-0425,DFO-4413,DFO:4413,27193,Indonesia,Indonesia,2016-10-23,2016-11-10,2016-10-23,2016-11-10,accepted,
2016-0426-ROU,2016-0426,DFO-4408,DFO:4408|HANZE:1168,27217,Romania,Romania • Albania,2016-10-11,2016-10-16,2016-10-09,2016-10-16,accepted,
2016-0427-UKR,2016-0427,DFO-4406,DFO:4406,27218,Ukraine,Ukraine,2016-10-12,2016-10-16,2016-10-12,2016-10-16,accepted,
2016-0428-AUS,2016-0428,DFO-4399,DFO:4399,27219,Australia,Australia,2016-09-10,2016-09-22,2016-09-10,2016-09-22,accepted,
2016-0472-THA,2016-0472,DFO-4423,DFO:4423,14691,Thailand,Thailand,2016-12-01,2016-12-10,2016-12-01,2016-12-07,accepted,
2016-0489-MYS,2016-0489,DFO-4424,DFO:4424,27230,Malaysia,Malaysia,2016-11-28,2016-12-07,2016-11-28,2016-12-07,accepted,
2016-0497-VNM,2016-0497,DFO-4429,DFO:4429|GLIDE:FL-2016-000133-VNM,22262,Viet Nam,Viet Nam,2016-12-12,2016-12-20,2016-12-13,2017-01-02,accepted,
2016-0516-MYS,2016-0516,DFO-4431,DFO:4431|GLIDE:FL-2017-000002,22269,Malaysia,Malaysia,2016-12-26,2017-01-23,2016-12-31,2017-01-05,accepted,
2017-0006-THA,2017-0006,DFO-4432,DFO:4432|GLIDE:FL-2017-000004,22290,Thailand,Thailand,2017-01-01,2017-01-31,2016-12-31,2017-02-07,accepted,
2017-0224-MYS,2017-0224,DFO-4443,DFO:4443,2519,Malaysia,Malaysia,2017-01-23,2017-02-07,2017-01-23,2017-02-07,accepted,
2017-0225-COL,2017-0225,DFO-4442,DFO:4442,2518,Colombia,Colombia,2017-01-05,2017-02-07,2017-01-05,2017-02-07,accepted,
2017-0226-PHL,2017-0226,DFO-4440,DFO:4440|GLIDE:FL-2017-000010,2516,Philippines,Philippines,2017-02-01,2017-02-07,2017-02-01,2017-02-07,accepted,
2017-0320-FRA,2017-0320,DFO-4491,DFO:4491|HANZE:2103,2440,France,France,2017-06-13,2017-06-14,2017-06-13,2017-06-15,accepted,
2017-0321-NPL,2017-0321,DFO-4490,DFO:4490,22354,Nepal,Nepal,2017-06-30,2017-07-03,2017-06-30,2017-07-03,accepted,
2017-0370-NER,2017-0370,DFO-4519,DFO:4519|GLIDE:FL-2017-000078,14792,Niger,Niger,2017-08-26,2017-09-15,2017-08-26,2017-09-15,accepted,
2017-0373-IRL,2017-0373,DFO-4513,DFO:4513|HANZE:2151,27276,Ireland,United Kingdom of Great Britain and Northern Ireland • Ireland,2017-08-22,2017-08-26,2017-08-22,2017-08-26,accepted,
2017-0378-NGA,2017-0378,DFO-4517,DFO:4517|GLIDE:FL-2017-000126,27328,Nigeria,Nigeria,2017-08-15,2017-09-19,2017-09-01,2017-09-19,accepted,
2017-0384-CAF,2017-0384,DFO-4792,DFO:4792|GLIDE:FL-2017-000134,2430,Central African Republic,Central African Republic,2017-08-23,2017-08-31,2019-08-19,2019-08-22,rejected,no_date_overlap
2017-0398-CHN,2017-0398,DFO-4526,DFO:4526,22375,China,China,2017-09-24,2017-10-07,2017-09-24,2017-10-07,accepted,
2017-0444-GRC,2017-0444,DFO-4540,DFO:4540|GLIDE:FL-2017-000168|HANZE:2135,2387,Greece,Greece,2017-11-14,2017-11-15,2017-11-14,2017-11-15,accepted,
2017-0465-THA,2017-0465,DFO-4529,DFO:4529,2368,Thailand,Thailand,2017-10-10,2017-11-08,2017-10-15,2017-11-08,accepted,
2017-0477-MYS,2017-0477,DFO-4534,DFO:4534|GLIDE:FL-2017-000166,27367,Malaysia,Malaysia,2017-11-03,2017-11-08,2017-11-03,2017-11-08,accepted,
2017-0490-GBR,2017-0490,DFO-4543,DFO:4543,14791,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland • Ireland,2017-11-22,2017-11-26,2017-11-22,2017-11-26,accepted,
2017-0490-IRL,2017-0490,DFO-4543,DFO:4543,22400,Ireland,United Kingdom of Great Britain and Northern Ireland • Ireland,2017-11-22,2017-11-23,2017-11-22,2017-11-26,accepted,
2017-0491-SAU,2017-0491,DFO-4542,DFO:4542,2365,Saudi Arabia,Saudi Arabia,2017-11-21,2017-11-22,2017-11-21,2017-11-22,accepted,
2017-0492-VNM,2017-0492,DFO-4541,DFO:4541,14828,Viet Nam,Viet Nam,2017-11-19,2017-11-24,2017-11-19,2017-11-24,accepted,
2017-0493-LKA,2017-0493,DFO-4539,DFO:4539,22402,Sri Lanka,Sri Lanka,2017-11-03,2017-11-13,2017-11-03,2017-11-13,accepted,
2017-0494-IDN,2017-0494,DFO-4538,DFO:4538,14829,Indonesia,Indonesia,2017-11-03,2017-11-17,2017-11-03,2017-11-11,accepted,
2017-0495-IND,2017-0495,DFO-4532,DFO:4532,14830,India,India,2017-10-30,2017-11-08,2017-10-30,2017-11-08,accepted,
2017-0497-PHL,2017-0497,DFO-4527,DFO:4527,22403,Philippines,Philippines,2017-09-22,2017-09-24,2017-09-22,2017-09-24,accepted,
2017-0498-MEX,2017-0498,DFO-4525,DFO:4525,27374,Mexico,Mexico,2017-09-26,2017-10-07,2017-09-26,2017-10-07,accepted,
2017-0504-ALB,2017-0504,DFO-4548,DFO:4548|GLIDE:FL-2017-000174|HANZE:2041,22404,Albania,Albania,2017-11-30,2017-12-04,2017-11-30,2017-12-04,accepted,
2017-0544-ITA,2017-0544,DFO-4551,DFO:4551|HANZE:2168,27383,Italy,Italy,2017-12-11,2017-12-12,2017-12-12,2017-12-13,accepted,
2017-0548-ARE,2017-0548,DFO-4554,DFO:4554,27385,United Arab Emirates,Oman • United Arab Emirates,2017-12-16,2017-12-16,2017-12-16,2017-12-17,accepted,
2017-0548-OMN,2017-0548,DFO-4554,DFO:4554,22416,Oman,Oman • United Arab Emirates,2017-12-16,2017-12-17,2017-12-16,2017-12-17,accepted,
2018-0005-COD,2018-0005,DFO-4556,DFO:4556|GLIDE:FL-2018-000004,22429,Democratic Republic of the Congo,Democratic Republic of the Congo • Congo,2018-01-03,2018-01-07,2018-01-03,2018-01-05,accepted,
2018-0037-FRA,2018-0037,DFO-4566,DFO:4566|HANZE:2104,27412,France,France,2018-01-21,2018-02-01,2018-01-24,2018-01-29,accepted,
2018-0038-ARG,2018-0038,DFO-4569,DFO:4569,2308,Argentina,Argentina,2018-01-31,2018-02-21,2018-02-01,2018-02-21,accepted,
2018-0040-BRA,2018-0040,DFO-4576,DFO:4576,14777,Brazil,Brazil,2018-02-14,2018-02-16,2018-02-14,2018-02-16,accepted,
2018-0062-BOL,2018-0062,DFO-4577,DFO:4577|GLIDE:FL-2018-000015,27423,Bolivia (Plurinational State of),Bolivia (Plurinational State of),2018-02-10,2018-02-21,2018-02-10,2018-02-21,accepted,
2018-0063-MYS,2018-0063,DFO-4567,DFO:4567,2292,Malaysia,Malaysia,2018-02-03,2018-02-12,2018-02-03,2018-02-12,accepted,
2018-0064-MWI,2018-0064,DFO-4570,DFO:4570,22441,Malawi,Malawi,2018-02-01,2018-02-14,2018-02-01,2018-02-14,accepted,
2018-0065-BDI,2018-0065,DFO-4565,DFO:4565,14858,Burundi,Burundi,2018-01-14,2018-01-24,2018-01-14,2018-01-24,accepted,
2018-0066-PRY,2018-0066,DFO-4562,DFO:4562,22442,Paraguay,Paraguay,2018-01-13,2018-01-22,2018-01-13,2018-01-22,accepted,
2018-0068-MYS,2018-0068,DFO-4558,DFO:4558,14859,Malaysia,Malaysia,2018-01-01,2018-01-05,2018-01-01,2018-01-05,accepted,
2018-0112-BRA,2018-0112,DFO-4591,DFO:4591,27309,Brazil,Brazil,2018-03-20,2018-03-21,2018-03-20,2018-03-22,accepted,
2018-0113-RUS,2018-0113,DFO-4596,DFO:4596|GLIDE:FL-2018-000046,22455,Russian Federation,Russian Federation,2018-03-25,2018-04-16,2018-03-26,2018-03-31,accepted,
2018-0123-AUS,2018-0123,DFO-4579,DFO:4579,14873,Australia,Australia,2018-03-09,2018-03-11,2018-03-05,2018-03-26,accepted,
2018-0125-TZA,2018-0125,DFO-4598,DFO:4598|GLIDE:FL-2018-000043,2269,United Republic of Tanzania,United Republic of Tanzania,2018-04-14,2018-04-18,2018-04-14,2018-04-17,accepted,
2018-0128-ISR,2018-0128,DFO-4608,DFO:4608,27341,Israel,Israel • Egypt,2018-04-24,2018-04-27,2018-04-24,2018-04-27,accepted,
2018-0135-RWA,2018-0135,DFO-4603,DFO:4603,27427,Rwanda,Rwanda,2018-04-23,2018-04-24,2018-04-23,2018-04-25,accepted,
2018-0156-AFG,2018-0156,DFO-4621,DFO:4621,2256,Afghanistan,Afghanistan,2018-05-09,2018-05-22,2018-05-09,2018-05-22,accepted,
2018-0157-GTM,2018-0157,DFO-4620,DFO:4620,2255,Guatemala,Guatemala,2018-05-18,2018-05-22,2018-05-18,2018-05-22,accepted,
2018-0158-BGD,2018-0158,DFO-4617,DFO:4617,27432,Bangladesh,Bangladesh,2018-05-20,2018-05-22,2018-05-20,2018-05-22,accepted,
2018-0159-CHN,2018-0159,DFO-4613,DFO:4613,14560,China,China,2018-05-07,2018-05-16,2018-05-12,2018-05-14,accepted,
2018-0160-CAN,2018-0160,DFO-4612,DFO:4612,27433,Canada,Canada • United States of America,2018-05-10,2018-05-14,2018-05-10,2018-05-14,accepted,
2018-0162-DZA,2018-0162,DFO-4604,DFO:4604,27434,Algeria,Algeria,2018-04-24,2018-04-28,2018-04-24,2018-04-28,accepted,
2018-0163-BDI,2018-0163,DFO-4602,DFO:4602,27435,Burundi,Burundi,2018-04-28,2018-05-01,2018-04-28,2018-05-01,accepted,
2018-0164-MWI,2018-0164,DFO-4599,DFO:4599,2252,Malawi,Malawi,2018-04-11,2018-04-17,2018-04-11,2018-04-17,accepted,
2018-0165-ROU,2018-0165,DFO-4587,DFO:4587|HANZE:2241,27436,Romania,Romania,2018-03-14,2018-03-16,2018-03-14,2018-03-16,accepted,
2018-0166-IDN,2018-0166,DFO-4584,DFO:4584,14880,Indonesia,Indonesia,2018-03-05,2018-03-06,2018-03-05,2018-03-06,accepted,
2018-0167-KAZ,2018-0167,DFO-4578,DFO:4578,27437,Kazakhstan,Kazakhstan,2018-03-09,2018-03-14,2018-03-09,2018-03-14,accepted,
2018-0218-DOM,2018-0218,DFO-4647,DFO:4647,27447,Dominican Republic,Dominican Republic,2018-07-09,2018-07-11,2018-07-09,2018-07-11,accepted,
2018-0218-PRI,2018-0218,DFO-4647,DFO:4647,22488,Puerto Rico,Dominican Republic,2018-07-09,2018-07-11,2018-07-09,2018-07-11,rejected,country_mismatch
2018-0219-NPL,2018-0219,DFO-4646,DFO:4646,14890,Nepal,Nepal,2018-07-01,2018-07-11,2018-07-01,2018-07-11,accepted,
2018-0220-BGR,2018-0220,DFO-4642,DFO:4642|HANZE:2065,22489,Bulgaria,Bulgaria • Romania,2018-06-27,2018-07-02,2018-06-28,2018-07-02,accepted,
2018-0221-SDN,2018-0221,DFO-4639,DFO:4639,14891,Sudan,Sudan,2018-06-18,2018-06-27,2018-06-18,2018-06-27,accepted,
2018-0255-MMR,2018-0255,DFO-4666,DFO:4666|GLIDE:FL-2018-000124,27463,Myanmar,Myanmar,2018-07-15,2018-08-10,2018-07-15,2018-08-10,accepted,
2018-0329-PRK,2018-0329,DFO-5674,DFO:5674|GLIDE:FL-2018-000144,14905,Democratic People's Republic of Korea,,2018-08-24,2018-09-06,,,rejected,missing_target
2018-0361-ESP,2018-0361,DFO-4688,DFO:4688|HANZE:2321,2161,Spain,Spain,2018-10-09,2018-10-11,2018-10-09,2018-10-11,accepted,
2018-0365-NGA,2018-0365,DFO-4667,DFO:4667,22522,Nigeria,Nigeria,2018-09-20,2018-10-02,2018-08-20,2018-10-02,accepted,
2018-0368-GHA,2018-0368,DFO-4683,DFO:4683|GLIDE:FL-2018-000154,14928,Ghana,Ghana,2018-08-31,2018-10-02,2018-09-01,2018-10-02,accepted,
2018-0383-IRN,2018-0383,DFO-4690,DFO:4690,2141,Iran (Islamic Republic of),Iran (Islamic Republic of),2018-10-05,2018-10-06,2018-10-05,2018-10-06,accepted,
2018-0384-LKA,2018-0384,DFO-4689,DFO:4689,27491,Sri Lanka,Sri Lanka,2018-10-06,2018-10-12,2018-10-02,2018-10-04,rejected,no_date_overlap
2018-0386-VEN,2018-0386,DFO-4677,DFO:4677,22526,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),2018-09-25,2018-09-28,2018-09-25,2018-09-28,accepted,
2018-0387-SDN,2018-0387,DFO-4668,DFO:4668,27492,Sudan,Sudan,2018-08-01,2018-09-04,2018-08-01,2018-09-04,accepted,
2019-0033-SAU,2019-0033,DFO-4717,DFO:4717,27522,Saudi Arabia,Saudi Arabia,2019-01-27,2019-01-30,2019-01-26,2019-01-29,accepted,
2019-0082-AFG,2019-0082,DFO-4729,DFO:4729,14975,Afghanistan,Afghanistan • Pakistan,2019-03-02,2019-03-01,2019-02-26,2019-03-02,rejected,incomplete_publisher_date;invalid_interval
2019-0082-IRN,2019-0082,DFO-4729,DFO:4729,22586,Iran (Islamic Republic of),Afghanistan • Pakistan,2019-03-09,2019-03-10,2019-02-26,2019-03-02,rejected,country_mismatch;no_date_overlap
