match_group_id,source,source_id,country,start_date,end_date
1,DFO,DFO-5513,Iran (Islamic Republic of),2024-02-26,2024-03-07
1,EM-DAT,2024-0120-IRN,Iran (Islamic Republic of),2024-02-27,2024-03-08
2,DFO,DFO-5514,Peru,2024-02-26,2024-03-01
2,EM-DAT,2024-0103-PER,Peru,2024-02-19,2024-02-21
3,DFO,DFO-5516,Brazil,2024-02-21,2024-02-22
3,EM-DAT,2024-0108-BRA,Brazil,2024-02-13,2024-02-16
3,EM-DAT,2024-0098-BRA,Brazil,2024-02-21,2024-02-23
4,DFO,DFO-5511,Oman,2024-02-12,2024-02-13
4,EM-DAT,2024-0076-OMN,Oman,2024-02-11,2024-02-13
5,DFO,DFO-5512,Philippines,2024-01-28,2024-02-04
5,EM-DAT,2024-0020-PHL,Philippines,2024-01-14,2024-02-02
6,DFO,DFO-5509,Brazil,2024-01-14,2024-01-15
6,EM-DAT,2024-0012-BRA,Brazil,2024-01-08,2024-01-16
7,DFO,DFO-5508,South Africa,2024-01-07,2024-01-08
7,EM-DAT,2024-0015-ZAF,South Africa,2024-01-12,2024-01-19
8,DFO,DFO-5503,France,2023-12-30,2024-01-05
8,EM-DAT,2023-0866-FRA,France,2023-12-30,2024-01-03
9,DFO,DFO-5499,Congo,2023-12-01,2023-12-29
9,DFO,DFO-5510,Congo,2023-12-29,2024-01-23
9,EM-DAT,2023-0868-COG,Congo,2023-12-07,2024-01-15
10,DFO,DFO-5507,Democratic Republic of the Congo,2023-12-28,2024-01-12
10,EM-DAT,2023-0857-COD,Democratic Republic of the Congo,2023-12-26,2023-12-27
10,EM-DAT,2024-0268-COD,Democratic Republic of the Congo,2024-01-11,2024-01-20
11,DFO,DFO-5495,South Africa,2023-12-25,2023-12-29
11,EM-DAT,2023-0855-ZAF,South Africa,2023-12-24,2023-12-26
12,DFO,DFO-5500,Thailand,2023-12-22,2023-12-25
12,EM-DAT,2023-0854-THA,Thailand,2023-12-22,2023-12-25
13,DFO,DFO-5501,India,2023-12-10,2023-12-13
13,EM-DAT,2023-0846-IND,India,2023-12-18,2023-12-20
14,DFO,DFO-5502,Bolivia (Plurinational State of),2023-12-10,2023-12-13
14,EM-DAT,2023-0783-BOL,Bolivia (Plurinational State of),2023-12-10,2023-12-13
15,DFO,DFO-5493,United States of America,2023-12-04,2023-12-06
15,EM-DAT,2023-0785-USA,United States of America,2023-12-04,2023-12-06
16,DFO,DFO-5491,Angola,2023-11-30,2023-12-04
16,EM-DAT,2023-0844-AGO,Angola,2023-11-30,2023-12-05
17,DFO,DFO-5490,Dominican Republic • Haiti,2023-11-17,2023-11-18
17,EM-DAT,2023-0763-DOM,Dominican Republic,2023-11-17,2023-11-18
17,EM-DAT,2023-0763-HTI,Haiti,2023-11-17,2023-11-18
18,DFO,DFO-5486,Ethiopia,2023-11-02,2023-11-07
18,EM-DAT,2023-0728-ETH,Ethiopia,2023-10-01,2023-11-30
19,DFO,DFO-5484,Paraguay,2023-10-30,2023-11-04
19,EM-DAT,2023-0753-PRY,Paraguay,2023-10-30,2023-11-04
20,DFO,DFO-5485,Colombia,2023-10-30,2023-11-03
20,EM-DAT,2023-0810-COL,Colombia,2023-10-30,2023-11-28
21,DFO,DFO-5483,Burundi,2023-10-26,2023-10-27
21,EM-DAT,2023-0809-BDI,Burundi,2023-10-26,2023-12-27
22,DFO,DFO-5477,Kenya,2023-10-15,2023-11-11
22,EM-DAT,2023-0721-KEN,Kenya,2023-10-15,2024-01-01
23,DFO,DFO-5473,Myanmar,2023-10-06,2023-10-10
23,EM-DAT,2023-0633-MMR,Myanmar,2023-10-05,2023-10-09
24,DFO,DFO-5475,Sri Lanka,2023-10-06,2023-10-07
24,EM-DAT,2023-0654-LKA,Sri Lanka,2023-09-28,2023-10-07
25,DFO,DFO-5482,India,2023-10-04,2023-10-04
25,EM-DAT,2023-0622-IND,India,2023-10-05,2023-10-05
26,DFO,DFO-5489,Somalia,2023-10-04,2023-11-30
26,EM-DAT,2023-0741-SOM,Somalia,2023-09-01,2023-11-20
26,EM-DAT,2023-0683-SOM,Somalia,2023-10-01,2023-10-01
27,DFO,DFO-5474,Brazil,2023-10-03,2023-10-10
27,EM-DAT,2023-0663-BRA,Brazil,2023-10-10,2023-10-10
28,DFO,DFO-5480,United States of America,2023-09-28,2023-09-29
28,EM-DAT,2023-0651-USA,United States of America,2023-09-29,2023-10-04
29,DFO,DFO-5471,Mexico,2023-09-25,2023-09-25
29,EM-DAT,2023-0647-MEX,Mexico,2023-09-25,2023-09-25
30,DFO,DFO-5472,Guatemala,2023-09-24,2023-09-25
30,EM-DAT,2023-0365-GTM,Guatemala,2023-05-01,2023-10-11
31,DFO,DFO-5469,South Africa,2023-09-23,2023-09-26
31,EM-DAT,2023-0619-ZAF,South Africa,2023-09-23,2023-09-24
32,DFO,DFO-5476,Ghana,2023-09-15,2023-10-24
32,EM-DAT,2023-0690-GHA,Ghana,2023-10-13,2023-10-19
33,DFO,DFO-5463,China • Hong Kong Special Administrative Region,2023-09-08,2023-09-08
33,EM-DAT,2023-0615-CHN,China,2023-09-07,2023-09-08
34,DFO,DFO-5462,Greece • Türkiye • Bulgaria,2023-09-05,2023-09-07
34,EM-DAT,2023-0582-GRC,Greece,2023-09-04,2023-09-07
34,EM-DAT,2023-0582-TUR,Türkiye,2023-09-06,2023-09-08
34,EM-DAT,2023-0582-BGR,Bulgaria,2023-09-07,2023-09-08
35,DFO,DFO-5459,Algeria,2023-09-02,2023-09-03
35,EM-DAT,2023-0580-DZA,Algeria,2023-09-02,2023-09-03
36,DFO,DFO-5460,Spain,2023-09-02,2023-09-04
36,EM-DAT,2023-0581-ESP,Spain,2023-09-02,2023-09-04
37,DFO,DFO-5467,Liberia,2023-09-01,2023-09-04
37,EM-DAT,2023-0001-LBR,Liberia,2023-09-01,2023-09-04
38,DFO,DFO-5457,Tajikistan,2023-08-23,2023-08-23
38,EM-DAT,2023-0570-TJK,Tajikistan,2023-08-27,2023-08-30
39,DFO,DFO-5454,Chile,2023-08-17,2023-08-21
39,EM-DAT,2023-0539-CHL,Chile,2023-08-17,2023-08-21
40,DFO,DFO-5452,Slovenia,2023-08-03,2023-08-04
40,EM-DAT,2023-0497-SVN,Slovenia,2023-08-03,2023-08-04
41,DFO,DFO-5450,Afghanistan,2023-07-22,2023-07-22
41,EM-DAT,2023-0462-AFG,Afghanistan,2023-07-22,2023-07-24
42,DFO,DFO-5451,Canada,2023-07-22,2023-07-22
42,EM-DAT,2023-0465-CAN,Canada,2023-07-21,2023-07-22
43,DFO,DFO-5439,United States of America,2023-07-09,2023-07-10
43,DFO,DFO-5444,United States of America,2023-07-10,2023-07-12
43,DFO,DFO-5446,United States of America,2023-07-15,2023-07-16
43,DFO,DFO-5448,United States of America,2023-07-19,2023-07-20
43,EM-DAT,2023-0426-USA,United States of America,2023-07-09,2023-07-18
44,DFO,DFO-5432,India,2023-06-14,2023-06-22
44,DFO,DFO-5433,India,2023-06-16,2023-06-20
44,DFO,DFO-5445,India,2023-07-09,2023-07-13
44,EM-DAT,2023-0330-IND,India,2023-06-14,2023-06-23
44,EM-DAT,2023-0428-IND,India,2023-06-25,2023-09-07
44,EM-DAT,2023-0359-IND,India,2023-06-26,2023-07-12
45,DFO,DFO-5447,Republic of Korea,2023-07-09,2023-07-16
45,EM-DAT,2023-0440-KOR,Republic of Korea,2023-07-09,2023-07-16
46,DFO,DFO-5440,Indonesia,2023-07-07,2023-07-09
46,EM-DAT,2023-0437-IDN,Indonesia,2023-07-07,2023-07-14
47,DFO,DFO-5443,Brazil,2023-07-07,2023-07-10
47,EM-DAT,2023-0434-BRA,Brazil,2023-07-10,2023-07-14
48,DFO,DFO-5436,Chile,2023-06-23,2023-06-23
48,EM-DAT,2023-0362-CHL,Chile,2023-06-21,2023-06-25
49,DFO,DFO-5434,Ghana,2023-06-21,2023-06-24
49,EM-DAT,2023-0368-GHA,Ghana,2023-06-21,2023-06-26
50,DFO,DFO-5431,Nepal,2023-06-17,2023-06-19
50,EM-DAT,2023-0326-NPL,Nepal,2023-06-15,2023-06-19
51,DFO,DFO-5430,Brazil,2023-06-16,2023-06-18
51,EM-DAT,2023-0325-BRA,Brazil,2023-06-15,2023-06-16
52,DFO,DFO-5428,Pakistan,2023-06-10,2023-06-11
52,EM-DAT,2023-0354-PAK,Pakistan,2023-06-10,2023-06-29
53,DFO,DFO-5429,Cuba,2023-06-08,2023-06-10
53,EM-DAT,2023-0337-CUB,Cuba,2023-06-08,2023-06-10
54,DFO,DFO-5423,Haiti,2023-06-03,2023-06-05
54,EM-DAT,2023-0339-HTI,Haiti,2023-06-02,2023-06-06
55,DFO,DFO-5425,Ecuador,2023-06-03,2023-06-04
55,EM-DAT,2023-0342-ECU,Ecuador,2023-06-01,2023-06-08
56,DFO,DFO-5422,China,2023-06-01,2023-06-02
56,EM-DAT,2023-0341-CHN,China,2023-06-01,2023-06-05
57,DFO,DFO-5419,Bosnia and Herzegovina,2023-05-17,2023-05-18
57,EM-DAT,2023-0321-BIH,Bosnia and Herzegovina,2023-05-14,2023-05-19
58,DFO,DFO-5418,Italy,2023-05-16,2023-05-25
58,EM-DAT,2023-0293-ITA,Italy,2023-05-16,2023-05-20
59,DFO,DFO-5417,Croatia,2023-05-12,2023-05-17
59,EM-DAT,2023-0319-HRV,Croatia,2023-05-12,2023-05-17
60,DFO,DFO-5413,Democratic Republic of the Congo,2023-05-04,2023-05-05
60,EM-DAT,2023-0281-COD,Democratic Republic of the Congo,2023-05-02,2023-05-05
61,DFO,DFO-5412,Italy,2023-05-03,2023-05-03
61,EM-DAT,2023-0270-ITA,Italy,2023-04-30,2023-05-03
62,DFO,DFO-5411,Rwanda,2023-05-02,2023-05-03
62,EM-DAT,2023-0267-RWA,Rwanda,2023-05-01,2023-05-03
63,DFO,DFO-5401,Ethiopia,2023-03-15,2023-04-03
63,DFO,DFO-5416,Ethiopia,2023-05-01,2023-05-05
63,EM-DAT,2023-0187-ETH,Ethiopia,2023-03-25,2023-05-12
64,DFO,DFO-5410,Pakistan,2023-04-29,2023-04-30
64,EM-DAT,2023-0266-PAK,Pakistan,2023-04-29,2023-05-03
65,DFO,DFO-5408,Brazil,2023-04-21,2023-04-22
65,EM-DAT,2023-0257-BRA,Brazil,2023-04-25,2023-04-27
66,DFO,DFO-5409,Kenya,2023-04-21,2023-04-30
66,EM-DAT,2023-0259-KEN,Kenya,2023-04-25,2023-04-27
67,DFO,DFO-5406,Ukraine,2023-04-15,2023-04-16
67,EM-DAT,2023-0242-UKR,Ukraine,2023-04-15,2023-04-15
68,DFO,DFO-5405,United Republic of Tanzania,2023-04-03,2023-04-12
68,EM-DAT,2023-0236-TZA,United Republic of Tanzania,2023-04-01,2023-04-02
68,EM-DAT,2023-0226-TZA,United Republic of Tanzania,2023-04-12,2023-04-17
69,DFO,DFO-5395,Kenya,2023-03-23,2023-03-27
69,DFO,DFO-5400,Kenya,2023-04-02,2023-04-02
69,EM-DAT,2023-0187-KEN,Kenya,2023-03-25,2023-03-30
70,DFO,DFO-5407,Angola,2023-04-01,2023-04-21
70,EM-DAT,2023-0247-AGO,Angola,2023-04-01,2023-04-30
71,DFO,DFO-5402,Burundi,2023-03-31,2023-04-04
71,EM-DAT,2023-0222-BDI,Burundi,2023-03-31,2023-04-12
72,DFO,DFO-5389,Brazil,2023-03-16,2023-03-21
72,DFO,DFO-5396,Brazil,2023-03-23,2023-03-28
72,DFO,DFO-5391,Brazil,2023-03-25,2023-03-25
72,EM-DAT,2023-0157-BRA,Brazil,2023-03-16,2023-03-23
72,EM-DAT,2023-0204-BRA,Brazil,2023-03-20,2023-03-21
72,EM-DAT,2023-0179-BRA,Brazil,2023-03-24,2023-03-27
72,EM-DAT,2023-0203-BRA,Brazil,2023-03-29,2023-03-29
73,DFO,DFO-5392,Somalia,2023-03-24,2023-03-25
73,EM-DAT,2023-0172-SOM,Somalia,2023-03-12,2023-03-24
73,EM-DAT,2023-0295-SOM,Somalia,2023-04-01,2023-05-01
74,DFO,DFO-5397,Pakistan,2023-03-24,2023-04-02
74,EM-DAT,2023-0159-PAK,Pakistan,2023-03-17,2023-03-22
74,EM-DAT,2023-0208-PAK,Pakistan,2023-03-24,2023-04-06
74,EM-DAT,2023-0173-PAK,Pakistan,2023-03-25,2023-03-25
75,DFO,DFO-5394,South Africa,2023-03-23,2023-03-23
75,EM-DAT,2023-0180-ZAF,South Africa,2023-03-23,2023-03-27
76,DFO,DFO-5361,Bolivia (Plurinational State of),2023-02-05,2023-02-07
76,DFO,DFO-5369,Bolivia (Plurinational State of),2023-02-15,2023-02-16
76,DFO,DFO-5393,Bolivia (Plurinational State of),2023-03-20,2023-03-27
76,EM-DAT,2023-0055-BOL,Bolivia (Plurinational State of),2023-01-01,2023-03-16
76,EM-DAT,2023-0175-BOL,Bolivia (Plurinational State of),2023-03-21,2023-03-27
76,EM-DAT,2023-0178-BOL,Bolivia (Plurinational State of),2023-03-27,2023-03-29
77,DFO,DFO-5373,Ecuador,2023-02-18,2023-02-21
77,DFO,DFO-5381,Ecuador,2023-03-06,2023-03-07
77,DFO,DFO-5390,Ecuador,2023-03-18,2023-03-18
77,EM-DAT,2023-0126-ECU,Ecuador,2023-01-01,2023-04-23
78,DFO,DFO-5386,Türkiye,2023-03-15,2023-03-15
78,EM-DAT,2023-0141-TUR,Türkiye,2023-03-14,2023-03-15
79,DFO,DFO-5377,Australia,2023-02-27,2023-03-01
79,DFO,DFO-5384,Australia,2023-03-08,2023-03-12
79,EM-DAT,2023-0129-AUS,Australia,2023-03-01,2023-03-03
79,EM-DAT,2023-0138-AUS,Australia,2023-03-10,2023-03-14
80,DFO,DFO-5379,Brazil,2023-03-05,2023-03-05
80,DFO,DFO-5382,Brazil,2023-03-05,2023-03-07
80,EM-DAT,2023-0125-BRA,Brazil,2023-03-05,2023-03-06
81,DFO,DFO-5360,Peru,2023-02-05,2023-02-06
81,DFO,DFO-5383,Peru,2023-03-04,2023-03-11
81,EM-DAT,2023-0137-PER,Peru,2023-01-01,2023-03-29
82,DFO,DFO-5378,Malaysia,2023-02-28,2023-03-02
82,EM-DAT,2023-0120-MYS,Malaysia,2023-02-28,2023-03-02
83,DFO,DFO-5367,Brazil,2023-02-13,2023-02-14
83,DFO,DFO-5370,Brazil,2023-02-18,2023-02-20
83,EM-DAT,2023-0092-BRA,Brazil,2023-02-19,2023-02-21
84,DFO,DFO-5362,South Africa,2023-02-02,2023-02-12
84,DFO,DFO-5371,South Africa,2023-02-18,2023-02-18
84,EM-DAT,2023-0080-ZAF,South Africa,2023-02-08,2023-02-21
85,DFO,DFO-5375,Paraguay,2023-02-16,2023-02-26
85,EM-DAT,2023-0116-PRY,Paraguay,2023-02-17,2023-03-03
86,DFO,DFO-5372,Philippines,2023-02-13,2023-02-21
86,EM-DAT,2023-0094-PHL,Philippines,2023-02-13,2023-02-20
86,EM-DAT,2023-0102-PHL,Philippines,2023-02-20,2023-02-24
87,DFO,DFO-5363,Mozambique,2023-02-08,2023-02-12
87,EM-DAT,2022-0861-MOZ,Mozambique,2022-10-01,2023-02-01
87,EM-DAT,2023-0078-MOZ,Mozambique,2023-02-07,2023-02-12
88,DFO,DFO-5354,Indonesia,2023-01-21,2023-01-24
88,DFO,DFO-5356,Indonesia,2023-01-26,2023-01-27
88,DFO,DFO-5358,Indonesia,2023-02-01,2023-02-02
88,EM-DAT,2023-0041-IDN,Indonesia,2023-01-20,2023-01-27
88,EM-DAT,2023-0044-IDN,Indonesia,2023-01-27,2023-01-30
89,DFO,DFO-5357,New Zealand,2023-01-27,2023-01-27
89,EM-DAT,2023-0046-NZL,New Zealand,2023-01-27,2023-02-02
90,DFO,DFO-5355,Malaysia,2023-01-24,2023-01-25
90,EM-DAT,2023-0041-MYS,Malaysia,2023-01-20,2023-01-27
91,DFO,DFO-5351,Serbia,2023-01-18,2023-01-19
91,EM-DAT,2023-0022-SRB,Serbia,2023-01-18,2023-01-20
92,DFO,DFO-5353,Brazil,2023-01-18,2023-01-19
92,EM-DAT,2023-0028-BRA,Brazil,2023-01-17,2023-01-18
93,DFO,DFO-5346,Indonesia,2022-12-25,2023-01-02
93,DFO,DFO-5348,Indonesia,2023-01-03,2023-01-06
93,EM-DAT,2022-0847-IDN,Indonesia,2022-12-25,2022-12-26
93,EM-DAT,2022-0845-IDN,Indonesia,2022-12-26,2023-01-01
94,DFO,DFO-5342,Philippines,2022-12-27,2022-12-27
94,DFO,DFO-5349,Philippines,2023-01-01,2023-01-19
94,EM-DAT,2022-0832-PHL,Philippines,2022-12-25,2022-12-29
94,EM-DAT,2023-0002-PHL,Philippines,2023-01-01,2023-01-29
95,DFO,DFO-5341,Brazil,2022-12-20,2022-12-20
95,EM-DAT,2022-0815-BRA,Brazil,2022-12-20,2022-12-22
96,DFO,DFO-5343,Uganda,2022-12-20,2022-12-26
96,EM-DAT,2022-0857-UGA,Uganda,2022-12-20,2022-12-26
97,DFO,DFO-5340,Thailand • Malaysia,2022-12-16,2022-12-19
97,EM-DAT,2022-0810-MYS,Malaysia,2022-12-17,2022-12-21
97,EM-DAT,2022-0810-THA,Thailand,2022-12-19,2022-12-21
98,DFO,DFO-5338,Democratic Republic of the Congo,2022-12-12,2022-12-13
98,EM-DAT,2022-0805-COD,Democratic Republic of the Congo,2022-12-12,2022-12-13
99,DFO,DFO-5336,Türkiye,2022-12-11,2022-12-13
99,EM-DAT,2022-0812-TUR,Türkiye,2022-12-11,2022-12-12
100,DFO,DFO-5337,Bosnia and Herzegovina • Croatia,2022-12-10,2022-12-10
100,EM-DAT,2022-0825-BIH,Bosnia and Herzegovina,2022-12-11,2022-12-22
100,EM-DAT,2022-0825-HRV,Croatia,2022-12-11,2022-12-11
101,DFO,DFO-5331,Brazil,2022-11-28,2022-12-04
101,DFO,DFO-5335,Brazil,2022-12-07,2022-12-07
101,EM-DAT,2022-0793-BRA,Brazil,2022-11-29,2022-12-04
101,EM-DAT,2022-0783-BRA,Brazil,2022-11-29,2022-12-04
102,DFO,DFO-5332,South Africa,2022-12-03,2022-12-03
102,EM-DAT,2022-0788-ZAF,South Africa,2022-12-10,2022-12-12
103,DFO,DFO-5333,Viet Nam,2022-12-02,2022-12-02
103,EM-DAT,2022-0795-VNM,Viet Nam,2022-12-01,2022-12-04
104,DFO,DFO-5344,Malawi,2022-11-18,2022-12-23
104,EM-DAT,2022-0843-MWI,Malawi,2022-11-01,2023-01-01
105,DFO,DFO-5328,Rwanda • Democratic Republic of the Congo,2022-11-17,2022-11-23
105,EM-DAT,2022-0746-COD,Democratic Republic of the Congo,2022-11-13,2022-11-16
105,EM-DAT,2022-0770-COD,Democratic Republic of the Congo,2022-11-17,2022-11-18
105,EM-DAT,2022-0770-RWA,Rwanda,2022-11-17,2022-11-18
106,DFO,DFO-5320,Venezuela (Bolivarian Republic of),2022-10-25,2022-10-31
106,DFO,DFO-5327,Venezuela (Bolivarian Republic of),2022-11-08,2022-11-11
106,EM-DAT,2022-0712-VEN,Venezuela (Bolivarian Republic of),2022-10-27,2022-11-02
106,EM-DAT,2022-0721-VEN,Venezuela (Bolivarian Republic of),2022-11-04,2022-11-04
107,DFO,DFO-5283,Colombia,2022-09-03,2022-09-03
107,DFO,DFO-5307,Colombia • Nicaragua • Honduras • Guatemala • Costa Rica • El Salvador • Panama,2022-10-09,2022-10-11
107,DFO,DFO-5322,Colombia,2022-10-23,2022-10-30
107,EM-DAT,2022-0684-COL,Colombia,2022-08-27,2022-10-18
107,EM-DAT,2022-0699-COL,Colombia,2022-10-19,2022-10-31
108,DFO,DFO-5304,Indonesia,2022-10-06,2022-10-06
108,DFO,DFO-5316,Indonesia,2022-10-08,2022-10-17
108,DFO,DFO-5318,Indonesia,2022-10-14,2022-10-17
108,DFO,DFO-5323,Indonesia,2022-10-23,2022-11-01
108,EM-DAT,2022-0694-IDN,Indonesia,2022-10-03,2022-10-21
108,EM-DAT,2022-0642-IDN,Indonesia,2022-10-04,2022-10-09
108,EM-DAT,2022-0736-IDN,Indonesia,2022-11-07,2022-11-14
108,EM-DAT,2022-0732-IDN,Indonesia,2022-11-08,2022-11-10
109,DFO,DFO-5308,Viet Nam,2022-10-10,2022-10-11
109,DFO,DFO-5313,Viet Nam,2022-10-15,2022-10-15
109,EM-DAT,2022-0667-VNM,Viet Nam,2022-10-10,2022-10-11
110,DFO,DFO-5314,Sri Lanka,2022-10-12,2022-10-16
110,EM-DAT,2022-0677-LKA,Sri Lanka,2022-10-14,2022-10-20
111,DFO,DFO-5221,India,2022-05-13,2022-05-18
111,DFO,DFO-5233,India,2022-06-14,2022-06-21
111,DFO,DFO-5241,India,2022-07-08,2022-07-09
111,DFO,DFO-5242,India,2022-07-11,2022-07-11
111,DFO,DFO-5266,India,2022-08-13,2022-08-18
111,DFO,DFO-5269,India,2022-08-19,2022-08-21
111,DFO,DFO-5277,India,2022-08-28,2022-08-31
111,DFO,DFO-5284,Nepal • India,2022-09-09,2022-09-12
111,DFO,DFO-5303,India,2022-10-05,2022-10-05
111,EM-DAT,2022-0293-IND,India,2022-05-17,2022-10-31
111,EM-DAT,2022-0539-IND,India,2022-08-01,2022-08-22
111,EM-DAT,2022-0590-NPL,Nepal,2022-09-09,2022-09-17
111,EM-DAT,2022-0590-IND,India,2022-09-18,2022-09-24
112,DFO,DFO-5301,Ghana,2022-10-04,2022-10-04
112,EM-DAT,2022-0637-GHA,Ghana,2022-10-04,2022-10-06
113,DFO,DFO-5299,Viet Nam • Thailand,2022-09-26,2022-09-30
113,DFO,DFO-5302,Thailand,2022-10-02,2022-10-05
113,EM-DAT,2022-0635-THA,Thailand,2022-09-01,2022-10-06
114,DFO,DFO-5249,Nigeria,2022-07-17,2022-07-17
114,DFO,DFO-5256,Nigeria,2022-08-01,2022-08-14
114,DFO,DFO-5273,Nigeria,2022-08-18,2022-08-22
114,DFO,DFO-5300,Nigeria,2022-09-28,2022-10-04
114,DFO,DFO-5309,Nigeria,2022-09-30,2022-10-11
114,EM-DAT,2022-0674-NGA,Nigeria,2022-07-01,2022-10-31
115,DFO,DFO-5294,Venezuela (Bolivarian Republic of),2022-09-23,2022-09-24
115,EM-DAT,2022-0615-VEN,Venezuela (Bolivarian Republic of),2022-09-22,2022-09-30
116,DFO,DFO-5297,Mali,2022-09-23,2022-09-23
116,EM-DAT,2022-0654-MLI,Mali,2022-07-01,2022-10-31
117,DFO,DFO-5248,Niger,2022-07-14,2022-07-17
117,DFO,DFO-5292,Niger,2022-09-17,2022-09-21
117,EM-DAT,2022-0446-NER,Niger,2022-06-01,2022-09-30
118,DFO,DFO-5286,Italy,2022-09-15,2022-09-16
118,EM-DAT,2022-0609-ITA,Italy,2022-09-15,2022-09-16
119,DFO,DFO-5281,Mexico,2022-09-03,2022-09-04
119,EM-DAT,2022-0572-MEX,Mexico,2022-08-28,2022-09-01
119,EM-DAT,2022-0579-MEX,Mexico,2022-09-03,2022-09-05
120,DFO,DFO-5280,Bulgaria,2022-09-02,2022-09-05
120,EM-DAT,2022-0585-BGR,Bulgaria,2022-09-02,2022-09-02
121,DFO,DFO-5310,Cambodia,2022-09-01,2022-10-13
121,EM-DAT,2022-0666-KHM,Cambodia,2022-09-01,2022-10-13
122,DFO,DFO-5275,Sierra Leone,2022-08-29,2022-08-29
122,EM-DAT,2022-0560-SLE,Sierra Leone,2022-08-28,2022-09-01
123,DFO,DFO-5305,Chad,2022-08-22,2022-10-07
123,EM-DAT,2022-0509-TCD,Chad,2022-06-06,2022-10-31
124,DFO,DFO-5265,China,2022-08-17,2022-08-18
124,EM-DAT,2022-0515-CHN,China,2022-08-10,2022-08-10
124,EM-DAT,2022-0530-CHN,China,2022-08-17,2022-08-19
125,DFO,DFO-5239,Pakistan,2022-07-04,2022-07-05
125,DFO,DFO-5268,Pakistan,2022-08-15,2022-08-27
125,EM-DAT,2022-0405-PAK,Pakistan,2022-06-14,2022-09-14
126,DFO,DFO-5267,Cameroon,2022-08-11,2022-08-13
126,DFO,DFO-5321,Cameroon,2022-08-15,2022-11-01
126,EM-DAT,2022-0338-CMR,Cameroon,2022-06-26,2022-10-31
127,DFO,DFO-5263,Afghanistan,2022-08-13,2022-08-13
127,EM-DAT,2022-0514-AFG,Afghanistan,2022-08-16,2022-08-21
128,DFO,DFO-5270,Yemen,2022-08-13,2022-08-17
128,EM-DAT,2022-0501-YEM,Yemen,2022-08-03,2022-08-08
129,DFO,DFO-5264,Viet Nam • Thailand • Myanmar • Lao People's Democratic Republic,2022-08-10,2022-08-12
129,EM-DAT,2022-0515-LAO,Lao People's Democratic Republic,2022-08-07,2022-08-10
129,EM-DAT,2022-0515-VNM,Viet Nam,2022-08-14,2022-08-16
129,EM-DAT,2022-0515-THA,Thailand,2022-08-14,2022-08-16
130,DFO,DFO-5259,Venezuela (Bolivarian Republic of),2022-08-09,2022-08-10
130,EM-DAT,2022-0518-VEN,Venezuela (Bolivarian Republic of),2022-08-10,2022-08-11
131,DFO,DFO-5258,Republic of Korea,2022-08-07,2022-08-09
131,EM-DAT,2022-0500-KOR,Republic of Korea,2022-08-07,2022-08-10
132,DFO,DFO-5324,Ethiopia,2022-08-07,2022-10-01
132,EM-DAT,2022-0716-ETH,Ethiopia,2022-08-01,2022-10-01
133,DFO,DFO-5257,Japan,2022-08-03,2022-08-04
133,EM-DAT,2022-0496-JPN,Japan,2022-08-02,2022-08-08
134,DFO,DFO-5255,Sri Lanka,2022-08-02,2022-08-03
134,EM-DAT,2022-0490-LKA,Sri Lanka,2022-08-01,2022-08-08
135,DFO,DFO-5247,Sudan,2022-07-10,2022-07-18
135,DFO,DFO-5260,Sudan,2022-08-01,2022-08-29
135,EM-DAT,2022-0445-SDN,Sudan,2022-05-10,2022-09-30
136,DFO,DFO-5254,Uganda,2022-07-30,2022-07-31
136,EM-DAT,2022-0481-UGA,Uganda,2022-07-30,2022-08-05
137,DFO,DFO-5253,United States of America,2022-07-27,2022-07-29
137,EM-DAT,2022-0480-USA,United States of America,2022-07-26,2022-07-31
138,DFO,DFO-5250,Iran (Islamic Republic of),2022-07-22,2022-07-29
138,EM-DAT,2022-0476-IRN,Iran (Islamic Republic of),2022-07-23,2022-07-31
139,DFO,DFO-5251,Yemen,2022-07-22,2022-07-25
139,EM-DAT,2022-0456-YEM,Yemen,2022-07-23,2022-08-05
140,DFO,DFO-5252,Central African Republic,2022-07-21,2022-07-23
140,EM-DAT,2022-0449-CAF,Central African Republic,2022-07-01,2022-10-31
141,DFO,DFO-5240,Afghanistan,2022-07-05,2022-07-07
141,DFO,DFO-5244,Afghanistan,2022-07-07,2022-07-11
141,EM-DAT,2022-0442-AFG,Afghanistan,2022-06-30,2022-07-11
142,DFO,DFO-5243,Indonesia,2022-07-05,2022-07-10
142,EM-DAT,2022-0418-IDN,Indonesia,2022-07-05,2022-07-12
143,DFO,DFO-5238,Malaysia,2022-07-04,2022-07-05
143,EM-DAT,2022-0408-MYS,Malaysia,2022-07-04,2022-07-07
144,DFO,DFO-5237,Brazil,2022-07-02,2022-07-03
144,EM-DAT,2022-0409-BRA,Brazil,2022-07-05,2022-07-06
145,DFO,DFO-5236,Afghanistan,2022-06-21,2022-06-22
145,EM-DAT,2022-0523-AFG,Afghanistan,2022-06-22,2022-06-22
146,DFO,DFO-5234,Côte d’Ivoire,2022-06-20,2022-06-21
146,EM-DAT,2022-0347-CIV,Côte d’Ivoire,2022-06-16,2022-06-21
147,DFO,DFO-5230,United States of America,2022-06-13,2022-06-13
147,EM-DAT,2022-0361-USA,United States of America,2022-06-11,2022-06-14
148,DFO,DFO-5223,Bangladesh,2022-05-09,2022-05-24
148,DFO,DFO-5232,Bangladesh,2022-06-10,2022-06-21
