match_group_id,source,source_id,country,start_date,end_date
549,EM-DAT,2017-0058-USA,United States of America,2017-02-22,2017-02-22
550,DFO,DFO-4436,Philippines,2017-01-16,2017-01-21
550,DFO,DFO-4440,Philippines,2017-02-01,2017-02-07
550,EM-DAT,2017-0028-PHL,Philippines,2017-01-16,2017-01-31
550,EM-DAT,2017-0226-PHL,Philippines,2017-02-01,2017-02-07
551,DFO,DFO-4441,Peru,2017-02-01,2017-02-07
551,DFO,DFO-4450,Peru,2017-02-01,2017-03-22
551,EM-DAT,2017-0036-PER,Peru,2017-01-14,2017-02-01
551,EM-DAT,2017-0052-PER,Peru,2017-02-01,2017-02-07
551,EM-DAT,2017-0084-PER,Peru,2017-03-15,2017-03-19
552,DFO,DFO-4431,Malaysia,2016-12-31,2017-01-05
552,DFO,DFO-4443,Malaysia,2017-01-23,2017-02-07
552,EM-DAT,2016-0516-MYS,Malaysia,2016-12-26,2017-01-23
552,EM-DAT,2017-0224-MYS,Malaysia,2017-01-23,2017-02-07
553,DFO,DFO-4437,Honduras,2017-01-07,2017-01-21
553,EM-DAT,2017-0227-HND,Honduras,2017-01-07,2017-01-21
554,DFO,DFO-4442,Colombia,2017-01-05,2017-02-07
554,EM-DAT,2017-0225-COL,Colombia,2017-01-05,2017-02-07
555,DFO,DFO-4439,Mozambique,2017-01-01,2017-02-07
555,EM-DAT,2016-0529-MOZ,Mozambique,2016-10-01,2017-01-01
556,DFO,DFO-4432,Thailand,2016-12-31,2017-02-07
556,EM-DAT,2017-0006-THA,Thailand,2017-01-01,2017-01-31
557,DFO,DFO-4427,Argentina,2016-12-26,2017-01-05
557,EM-DAT,2016-0519-ARG,Argentina,2016-12-25,2016-12-26
558,DFO,DFO-4422,Viet Nam,2016-11-30,2016-12-07
558,DFO,DFO-4429,Viet Nam,2016-12-13,2017-01-02
558,EM-DAT,2016-0497-VNM,Viet Nam,2016-12-12,2016-12-20
559,DFO,DFO-4421,Bolivia (Plurinational State of),2016-12-03,2016-12-07
559,EM-DAT,2016-0522-BOL,Bolivia (Plurinational State of),2016-11-26,2016-12-05
560,DFO,DFO-4420,Colombia,2016-12-01,2016-12-07
560,EM-DAT,2016-0522-COL,Colombia,2016-11-26,2016-12-05
561,DFO,DFO-4423,Thailand,2016-12-01,2016-12-07
561,EM-DAT,2016-0472-THA,Thailand,2016-12-01,2016-12-10
562,DFO,DFO-4424,Malaysia,2016-11-28,2016-12-07
562,EM-DAT,2016-0489-MYS,Malaysia,2016-11-28,2016-12-07
563,DFO,DFO-4416,Dominican Republic,2016-11-07,2016-11-10
563,EM-DAT,2016-0423-DOM,Dominican Republic,2016-11-07,2016-11-10
564,DFO,DFO-4417,Albania • Montenegro,2016-11-07,2016-11-10
564,EM-DAT,2016-0420-ALB,Albania,2016-11-07,2016-11-10
565,DFO,DFO-4415,Haiti,2016-11-05,2016-11-10
565,EM-DAT,2016-0418-HTI,Haiti,2016-11-05,2016-11-10
566,DFO,DFO-4414,Mexico,2016-11-03,2016-11-10
566,EM-DAT,2016-0424-MEX,Mexico,2016-11-03,2016-11-10
567,DFO,DFO-4413,Indonesia,2016-10-23,2016-11-10
567,EM-DAT,2016-0425-IDN,Indonesia,2016-10-23,2016-11-10
567,EM-DAT,2016-0479-IDN,Indonesia,2016-11-13,2016-11-15
568,DFO,DFO-4406,Ukraine,2016-10-12,2016-10-16
568,EM-DAT,2016-0427-UKR,Ukraine,2016-10-12,2016-10-16
569,DFO,DFO-4408,Romania • Albania,2016-10-09,2016-10-16
569,EM-DAT,2016-0426-ROU,Romania,2016-10-11,2016-10-16
570,DFO,DFO-4410,Viet Nam,2016-10-09,2016-11-10
570,EM-DAT,2016-0400-VNM,Viet Nam,2016-10-09,2016-10-16
570,EM-DAT,2016-0517-VNM,Viet Nam,2016-10-30,2016-11-05
571,DFO,DFO-4403,Thailand,2016-10-06,2016-10-16
571,EM-DAT,2016-0360-THA,Thailand,2016-10-06,2016-10-16
572,DFO,DFO-4392,Mexico,2016-09-14,2016-09-22
572,DFO,DFO-4401,Mexico,2016-09-29,2016-10-05
572,EM-DAT,2016-0332-MEX,Mexico,2016-09-14,2016-09-22
572,EM-DAT,2016-0333-MEX,Mexico,2016-09-29,2016-10-05
573,DFO,DFO-4371,India,2016-06-29,2016-08-26
573,DFO,DFO-4378,India,2016-07-07,2016-08-03
573,DFO,DFO-4384,India,2016-07-15,2016-09-22
573,DFO,DFO-4383,India,2016-08-01,2016-08-03
573,DFO,DFO-4405,India,2016-09-21,2016-10-16
573,EM-DAT,2016-0239-IND,India,2016-06-25,2016-07-01
573,EM-DAT,2016-0276-IND,India,2016-07-09,2016-08-22
573,EM-DAT,2016-0271-IND,India,2016-07-15,2016-09-12
573,EM-DAT,2016-0554-IND,India,2016-07-17,2016-07-19
573,EM-DAT,2016-0267-IND,India,2016-07-28,2016-07-30
573,EM-DAT,2016-0304-IND,India,2016-08-01,2016-08-03
573,EM-DAT,2016-0391-IND,India,2016-09-21,2016-09-29
574,DFO,DFO-4394,Indonesia,2016-09-20,2016-09-22
574,EM-DAT,2016-0345-IDN,Indonesia,2016-09-20,2016-09-22
575,DFO,DFO-4396,China • Taiwan (Province of China),2016-09-17,2016-09-22
575,EM-DAT,2016-0389-CHN,China,2016-09-18,2016-09-22
576,DFO,DFO-4399,Australia,2016-09-10,2016-09-22
576,EM-DAT,2016-0428-AUS,Australia,2016-09-10,2016-09-22
577,DFO,DFO-4397,Democratic People's Republic of Korea,2016-09-05,2016-09-22
577,EM-DAT,2016-0321-PRK,Democratic People's Republic of Korea,2016-08-29,2016-09-06
578,DFO,DFO-4398,Greece,2016-09-05,2016-09-08
578,EM-DAT,2016-0334-GRC,Greece,2016-09-06,2016-09-07
579,DFO,DFO-4390,Thailand,2016-08-15,2016-08-26
579,EM-DAT,2016-0378-THA,Thailand,2016-08-15,2016-08-16
580,DFO,DFO-4388,United States of America,2016-08-14,2016-08-26
580,EM-DAT,2016-0292-USA,United States of America,2016-08-09,2016-08-16
581,DFO,DFO-4385,Philippines,2016-07-29,2016-08-03
581,EM-DAT,2016-0377-PHL,Philippines,2016-08-08,2016-08-16
582,DFO,DFO-4381,South Africa,2016-07-25,2016-08-03
582,EM-DAT,2016-0305-ZAF,South Africa,2016-07-25,2016-08-03
583,DFO,DFO-4382,Bangladesh,2016-07-25,2016-08-26
583,EM-DAT,2016-0288-BGD,Bangladesh,2016-07-19,2016-08-02
584,DFO,DFO-4376,Malaysia,2016-07-18,2016-07-19
584,EM-DAT,2016-0307-MYS,Malaysia,2016-07-18,2016-07-19
585,DFO,DFO-4369,Sudan,2016-06-30,2016-07-06
585,DFO,DFO-4374,Sudan,2016-07-11,2016-08-26
585,EM-DAT,2016-0274-SDN,Sudan,2016-06-01,2016-09-08
586,DFO,DFO-4377,Indonesia,2016-07-11,2016-07-19
586,EM-DAT,2016-0306-IDN,Indonesia,2016-07-11,2016-07-19
587,DFO,DFO-4373,Nepal,2016-07-04,2016-08-03
587,EM-DAT,2016-0275-NPL,Nepal,2016-06-29,2016-07-05
587,EM-DAT,2016-0267-NPL,Nepal,2016-07-25,2016-07-27
588,DFO,DFO-4372,Pakistan,2016-07-03,2016-07-06
588,EM-DAT,2016-0240-PAK,Pakistan,2016-07-03,2016-07-06
589,DFO,DFO-4356,China,2016-05-08,2016-06-21
589,DFO,DFO-4370,China,2016-06-28,2016-08-03
589,EM-DAT,2016-0194-CHN,China,2016-05-18,2016-05-21
589,EM-DAT,2016-0198-CHN,China,2016-05-21,2016-05-29
589,EM-DAT,2016-0233-CHN,China,2016-06-09,2016-06-16
589,EM-DAT,2016-0236-CHN,China,2016-06-18,2016-06-23
589,EM-DAT,2016-0238-CHN,China,2016-06-23,2016-06-30
589,EM-DAT,2016-0241-CHN,China,2016-06-28,2016-07-13
589,EM-DAT,2016-0257-CHN,China,2016-07-18,2016-07-25
589,EM-DAT,2016-0376-CHN,China,2016-08-05,2016-08-10
590,DFO,DFO-4363,Japan,2016-06-20,2016-06-21
590,EM-DAT,2016-0221-JPN,Japan,2016-06-20,2016-06-23
591,DFO,DFO-4380,Niger • Senegal,2016-06-15,2016-08-26
591,EM-DAT,2016-0269-NER,Niger,2016-06-01,2016-09-07
591,EM-DAT,2016-0219-NER,Niger,2016-06-20,2016-10-01
591,EM-DAT,2016-0449-SEN,Senegal,2016-07-01,2016-09-11
592,DFO,DFO-4362,Canada,2016-06-14,2016-06-21
592,EM-DAT,2016-0243-CAN,Canada,2016-06-14,2016-06-21
593,DFO,DFO-4361,Ghana,2016-06-12,2016-06-21
593,EM-DAT,2016-0212-GHA,Ghana,2016-06-10,2016-06-14
594,DFO,DFO-4365,Myanmar,2016-06-01,2016-08-16
594,EM-DAT,2016-0232-MMR,Myanmar,2016-06-01,2016-06-24
594,EM-DAT,2016-0369-MMR,Myanmar,2016-07-01,2016-08-01
595,DFO,DFO-4366,France,2016-06-01,2016-06-21
595,EM-DAT,2016-0179-FRA,France,2016-05-28,2016-06-21
596,DFO,DFO-4360,Germany,2016-05-27,2016-05-30
596,EM-DAT,2016-0179-DEU,Germany,2016-05-27,2016-06-07
597,DFO,DFO-4359,United States of America,2016-05-26,2016-06-24
597,EM-DAT,2016-0183-USA,United States of America,2016-05-27,2016-06-02
598,DFO,DFO-4354,Dominican Republic • Haiti,2016-05-08,2016-05-11
598,EM-DAT,2016-0165-HTI,Haiti,2016-05-02,2016-05-02
598,EM-DAT,2016-0184-HTI,Haiti,2016-05-07,2016-05-08
598,EM-DAT,2016-0184-DOM,Dominican Republic,2016-05-07,2016-05-08
599,DFO,DFO-4352,Kenya • United Republic of Tanzania,2016-04-13,2016-04-22
599,DFO,DFO-4357,United Republic of Tanzania,2016-04-22,2016-05-30
599,EM-DAT,2016-0244-TZA,United Republic of Tanzania,2016-04-22,2016-04-24
599,EM-DAT,2016-0161-KEN,Kenya,2016-04-29,2016-05-02
600,DFO,DFO-4355,India • Bangladesh,2016-04-20,2016-05-01
600,EM-DAT,2016-0139-IND,India,2016-04-22,2016-04-25
601,DFO,DFO-4351,Angola,2016-04-19,2016-04-22
601,EM-DAT,2016-0131-AGO,Angola,2016-04-16,2016-04-22
602,DFO,DFO-4348,United States of America,2016-04-18,2016-04-22
602,EM-DAT,2016-0124-USA,United States of America,2016-04-16,2016-04-19
603,DFO,DFO-4349,Russian Federation,2016-04-15,2016-04-22
603,DFO,DFO-4358,Russian Federation,2016-04-15,2016-05-30
603,EM-DAT,2016-0128-RUS,Russian Federation,2016-04-16,2016-04-22
603,EM-DAT,2016-0227-RUS,Russian Federation,2016-06-04,2016-06-10
604,DFO,DFO-4346,Uruguay • Argentina,2016-04-01,2016-04-13
604,DFO,DFO-4350,Uruguay,2016-04-12,2016-05-11
604,EM-DAT,2016-0127-ARG,Argentina,2016-04-04,2016-04-15
604,EM-DAT,2016-0115-URY,Uruguay,2016-04-12,2016-05-11
605,DFO,DFO-4347,Oman • Saudi Arabia,2016-04-08,2016-04-13
605,EM-DAT,2016-0105-SAU,Saudi Arabia,2016-04-08,2016-04-15
605,EM-DAT,2016-0120-SAU,Saudi Arabia,2016-04-08,2016-04-10
605,EM-DAT,2016-0120-OMN,Oman,2016-04-08,2016-04-15
606,DFO,DFO-4344,Malawi,2016-04-06,2016-04-13
606,EM-DAT,2016-0129-MWI,Malawi,2016-04-06,2016-04-11
607,DFO,DFO-4345,Somalia,2016-04-06,2016-04-13
607,EM-DAT,2016-0129-SOM,Somalia,2016-04-06,2016-04-11
608,DFO,DFO-4343,Ethiopia,2016-04-04,2016-04-13
608,EM-DAT,2016-0101-ETH,Ethiopia,2016-04-02,2016-04-07
609,DFO,DFO-4342,New Zealand,2016-03-23,2016-03-25
609,EM-DAT,2016-0096-NZL,New Zealand,2016-03-23,2016-03-24
610,DFO,DFO-4338,China,2016-03-19,2016-03-25
610,EM-DAT,2016-0095-CHN,China,2016-03-19,2016-03-22
611,DFO,DFO-4339,Pakistan,2016-03-12,2016-04-13
611,EM-DAT,2016-0553-PAK,Pakistan,2016-03-09,2016-03-29
611,EM-DAT,2016-0112-PAK,Pakistan,2016-04-02,2016-04-08
612,DFO,DFO-4336,United States of America,2016-03-05,2016-03-10
612,DFO,DFO-4337,United States of America,2016-03-08,2016-03-25
612,EM-DAT,2016-0552-USA,United States of America,2016-03-08,2016-03-13
613,DFO,DFO-4334,Serbia,2016-03-06,2016-03-10
613,EM-DAT,2016-0076-SRB,Serbia,2016-03-06,2016-03-07
614,DFO,DFO-4333,Angola,2016-03-01,2016-03-10
614,EM-DAT,2016-0056-AGO,Angola,2016-02-29,2016-03-01
614,EM-DAT,2016-0247-AGO,Angola,2016-03-01,2016-03-10
614,EM-DAT,2016-0088-AGO,Angola,2016-03-03,2016-03-06
615,DFO,DFO-4335,Bolivia (Plurinational State of),2016-02-28,2016-03-10
615,EM-DAT,2016-0246-BOL,Bolivia (Plurinational State of),2016-02-28,2016-03-03
616,DFO,DFO-4326,Ecuador • Colombia,2016-01-19,2016-01-29
616,EM-DAT,2016-0032-ECU,Ecuador,2016-01-01,2016-01-25
616,EM-DAT,2016-0039-ECU,Ecuador,2016-01-24,2016-01-26
617,DFO,DFO-4330,Indonesia • Malaysia,2016-01-18,2016-03-10
617,EM-DAT,2016-0040-IDN,Indonesia,2016-02-07,2016-02-12
617,EM-DAT,2016-0057-IDN,Indonesia,2016-02-19,2016-02-24
617,EM-DAT,2016-0057-MYS,Malaysia,2016-02-19,2016-02-24
617,EM-DAT,2016-0092-IDN,Indonesia,2016-03-07,2016-03-08
617,EM-DAT,2016-0094-IDN,Indonesia,2016-03-08,2016-03-13
618,DFO,DFO-4325,Brazil,2016-01-05,2016-01-29
618,DFO,DFO-4323,Brazil,2016-01-09,2016-01-29
618,DFO,DFO-4322,Brazil,2016-01-15,2016-01-29
618,EM-DAT,2016-0033-BRA,Brazil,2016-01-09,2016-01-15
619,DFO,DFO-4324,United Republic of Tanzania,2016-01-14,2016-01-29
619,EM-DAT,2016-0028-TZA,United Republic of Tanzania,2016-01-17,2016-01-18
620,DFO,DFO-4321,Mozambique,2016-01-05,2016-01-29
620,EM-DAT,2016-0248-MOZ,Mozambique,2016-01-05,2016-01-29
621,DFO,DFO-4314,United States of America,2015-12-15,2016-01-29
621,EM-DAT,2015-0565-USA,United States of America,2015-12-15,2016-01-06
622,DFO,DFO-4319,United Kingdom of Great Britain and Northern Ireland • Ireland,2015-12-05,2016-01-26
622,EM-DAT,2015-0561-GBR,United Kingdom of Great Britain and Northern Ireland,2015-12-26,2015-12-26
623,DFO,DFO-4315,Paraguay • Uruguay,2015-12-01,2016-01-29
623,EM-DAT,2015-0551-PRY,Paraguay,2015-11-01,2016-01-27
623,EM-DAT,2015-0551-URY,Uruguay,2015-12-20,2015-12-26
624,DFO,DFO-4317,Kenya,2015-12-01,2016-01-06
624,EM-DAT,2015-0564-KEN,Kenya,2015-12-01,2016-01-06
625,DFO,DFO-4310,Qatar • Saudi Arabia,2015-11-25,2015-12-04
625,EM-DAT,2015-0507-SAU,Saudi Arabia,2015-11-17,2015-11-18
626,DFO,DFO-4313,Albania,2015-11-21,2015-12-04
626,EM-DAT,2015-0542-ALB,Albania,2015-11-21,2015-11-27
627,DFO,DFO-4309,India,2015-11-10,2015-12-04
627,EM-DAT,2015-0504-IND,India,2015-11-08,2015-12-04
628,DFO,DFO-4303,Algeria,2015-10-16,2015-10-28
628,EM-DAT,2015-0482-DZA,Algeria,2015-10-16,2015-10-28
629,DFO,DFO-4304,Somalia • Ethiopia,2015-10-15,2015-10-28
629,EM-DAT,2015-0477-SOM,Somalia,2015-10-27,2015-10-27
629,EM-DAT,2015-0548-ETH,Ethiopia,2015-11-01,2015-11-01
630,DFO,DFO-4301,Uruguay,2015-10-14,2015-10-28
630,EM-DAT,2015-0498-URY,Uruguay,2015-10-14,2015-10-28
631,DFO,DFO-4296,France,2015-10-03,2015-10-07
631,EM-DAT,2015-0451-FRA,France,2015-10-03,2015-10-04
632,DFO,DFO-4297,Guatemala,2015-10-02,2015-10-03
632,EM-DAT,2015-0446-GTM,Guatemala,2015-09-27,2015-09-28
633,DFO,DFO-4292,Japan,2015-09-09,2015-09-11
633,EM-DAT,2015-0418-JPN,Japan,2015-09-09,2015-09-11
634,DFO,DFO-4293,Viet Nam • Lao People's Democratic Republic,2015-09-07,2015-09-11
634,EM-DAT,2015-0460-LAO,Lao People's Democratic Republic,2015-09-07,2015-09-11
634,EM-DAT,2015-0460-VNM,Viet Nam,2015-09-07,2015-09-11
635,DFO,DFO-4294,Nigeria,2015-08-30,2015-09-11
635,EM-DAT,2015-0448-NGA,Nigeria,2015-09-05,2015-09-24
636,DFO,DFO-4289,Uruguay,2015-08-17,2015-08-19
636,EM-DAT,2015-0363-URY,Uruguay,2015-08-17,2015-08-19
637,DFO,DFO-4282,India,2015-07-15,2015-08-19
637,DFO,DFO-4288,India,2015-08-13,2015-09-11
637,EM-DAT,2015-0333-IND,India,2015-07-07,2015-07-13
637,EM-DAT,2015-0413-IND,India,2015-07-14,2015-07-16
637,EM-DAT,2015-0317-IND,India,2015-07-15,2015-08-19
637,EM-DAT,2015-0374-IND,India,2015-08-13,2015-08-19
637,EM-DAT,2015-0406-IND,India,2015-08-28,2015-08-30
638,DFO,DFO-4290,Argentina,2015-08-10,2015-08-19
638,EM-DAT,2015-0349-ARG,Argentina,2015-08-05,2015-08-12
639,DFO,DFO-4284,North Macedonia,2015-08-03,2015-08-05
639,EM-DAT,2015-0318-MKD,North Macedonia,2015-08-03,2015-08-05
640,DFO,DFO-4286,China,2015-08-02,2015-08-05
640,EM-DAT,2015-0303-CHN,China,2015-07-20,2015-07-29
640,EM-DAT,2015-0395-CHN,China,2015-08-02,2015-08-04
641,DFO,DFO-4287,Philippines,2015-08-02,2015-08-05
641,EM-DAT,2015-0359-PHL,Philippines,2015-07-30,2015-08-05
641,EM-DAT,2015-0323-PHL,Philippines,2015-08-05,2015-08-05
642,DFO,DFO-4285,Guinea,2015-07-26,2015-08-05
642,EM-DAT,2015-0480-GIN,Guinea,2015-07-24,2015-08-03
643,DFO,DFO-4280,Viet Nam,2015-07-25,2015-08-05
643,EM-DAT,2015-0292-VNM,Viet Nam,2015-07-25,2015-08-05
644,DFO,DFO-4281,Paraguay,2015-07-25,2015-08-05
644,EM-DAT,2015-0310-PRY,Paraguay,2015-07-25,2015-08-05
645,DFO,DFO-4291,Niger,2015-07-25,2015-08-19
645,EM-DAT,2015-0368-NER,Niger,2015-07-25,2015-10-01
646,DFO,DFO-4279,United States of America,2015-07-17,2015-07-21
646,DFO,DFO-4274,United States of America,2015-07-18,2015-07-21
646,EM-DAT,2015-0399-USA,United States of America,2015-07-24,2015-08-05
647,DFO,DFO-4275,Guyana,2015-07-16,2015-07-21
647,EM-DAT,2015-0313-GUY,Guyana,2015-07-15,2015-07-21
648,DFO,DFO-4272,Pakistan,2015-07-15,2015-08-19
648,EM-DAT,2015-0333-PAK,Pakistan,2015-07-07,2015-07-13
648,EM-DAT,2015-0291-PAK,Pakistan,2015-07-15,2015-08-19
649,DFO,DFO-4273,Tajikistan,2015-07-15,2015-07-21
649,EM-DAT,2015-0286-TJK,Tajikistan,2015-07-15,2015-07-21
650,DFO,DFO-4283,Myanmar,2015-07-15,2015-08-19
650,EM-DAT,2015-0308-MMR,Myanmar,2015-07-15,2015-08-19
651,DFO,DFO-4277,Iran (Islamic Republic of),2015-07-14,2015-07-21
651,EM-DAT,2015-0258-IRN,Iran (Islamic Republic of),2015-07-14,2015-07-21
652,DFO,DFO-4278,Philippines,2015-07-12,2015-07-21
652,EM-DAT,2015-0283-PHL,Philippines,2015-07-07,2015-07-10
652,EM-DAT,2015-0284-PHL,Philippines,2015-07-12,2015-07-21
653,DFO,DFO-4276,Brazil,2015-07-10,2015-07-21
653,EM-DAT,2015-0285-BRA,Brazil,2015-07-10,2015-07-21
654,DFO,DFO-4266,Russian Federation,2015-06-25,2015-06-29
654,EM-DAT,2015-0235-RUS,Russian Federation,2015-06-25,2015-06-25
655,DFO,DFO-4270,Pakistan,2015-06-25,2015-06-29
655,EM-DAT,2015-0288-PAK,Pakistan,2015-06-25,2015-06-29
656,DFO,DFO-4263,Bangladesh,2015-06-24,2015-06-29
656,EM-DAT,2015-0253-BGD,Bangladesh,2015-06-23,2015-06-30
657,DFO,DFO-4259,India,2015-06-02,2015-06-29
657,DFO,DFO-4265,India,2015-06-24,2015-06-29
657,EM-DAT,2015-0249-IND,India,2015-06-19,2015-06-20
657,EM-DAT,2015-0253-IND,India,2015-06-23,2015-06-30
658,DFO,DFO-4264,New Zealand,2015-06-22,2015-06-29
658,EM-DAT,2015-0256-NZL,New Zealand,2015-06-22,2015-06-29
659,DFO,DFO-4271,Cameroon,2015-06-22,2015-06-29
659,EM-DAT,2015-0287-CMR,Cameroon,2015-06-22,2015-06-29
660,DFO,DFO-4269,Costa Rica,2015-06-21,2015-06-29
660,EM-DAT,2015-0237-CRI,Costa Rica,2015-06-27,2015-07-09
661,DFO,DFO-4261,Georgia,2015-06-13,2015-06-15
661,EM-DAT,2015-0227-GEO,Georgia,2015-06-07,2015-06-15
662,DFO,DFO-4260,Ghana • Togo,2015-06-02,2015-06-15
662,EM-DAT,2015-0217-GHA,Ghana,2015-06-02,2015-06-15
663,DFO,DFO-4257,Romania,2015-05-25,2015-06-02
663,EM-DAT,2015-0203-ROU,Romania,2015-05-25,2015-06-02
664,DFO,DFO-4251,India,2015-05-17,2015-05-21
664,EM-DAT,2015-0207-IND,India,2015-05-17,2015-05-21
665,DFO,DFO-4255,Chile,2015-05-17,2015-05-21
665,EM-DAT,2015-0204-CHL,Chile,2015-05-17,2015-05-21
666,DFO,DFO-4249,China,2015-05-13,2015-06-29
666,EM-DAT,2015-0219-CHN,China,2015-05-13,2015-05-17
666,EM-DAT,2015-0185-CHN,China,2015-05-13,2015-06-01
666,EM-DAT,2015-0220-CHN,China,2015-05-28,2015-06-01
666,EM-DAT,2015-0247-CHN,China,2015-06-01,2015-06-06
666,EM-DAT,2015-0248-CHN,China,2015-06-07,2015-06-11
666,EM-DAT,2015-0240-CHN,China,2015-06-16,2015-06-17
666,EM-DAT,2015-0255-CHN,China,2015-06-26,2015-07-02
667,DFO,DFO-4253,New Zealand,2015-05-13,2015-05-21
667,EM-DAT,2015-0206-NZL,New Zealand,2015-05-13,2015-05-21
668,DFO,DFO-4256,Tajikistan,2015-05-11,2015-05-21
668,EM-DAT,2015-0194-TJK,Tajikistan,2015-05-11,2015-05-13
669,DFO,DFO-4254,United Republic of Tanzania,2015-05-07,2015-05-21
669,EM-DAT,2015-0205-TZA,United Republic of Tanzania,2015-05-07,2015-05-21
670,DFO,DFO-4252,United States of America,2015-05-05,2015-06-29
670,EM-DAT,2015-0212-USA,United States of America,2015-05-23,2015-05-30
670,EM-DAT,2015-0186-USA,United States of America,2015-05-24,2015-05-24
671,DFO,DFO-4244,Australia,2015-04-20,2015-04-28
671,DFO,DFO-4247,Australia,2015-05-01,2015-05-02
671,EM-DAT,2015-0576-AUS,Australia,2015-04-30,2015-05-03
672,DFO,DFO-4248,Kenya,2015-04-27,2015-05-02
672,EM-DAT,2015-0159-KEN,Kenya,2015-04-27,2015-05-02
673,DFO,DFO-4245,Pakistan,2015-04-26,2015-04-28
673,EM-DAT,2015-0145-PAK,Pakistan,2015-04-26,2015-04-28
674,DFO,DFO-4236,Kenya • United Republic of Tanzania,2015-04-05,2015-04-15
674,EM-DAT,2015-0158-KEN,Kenya,2015-04-04,2015-04-10
675,DFO,DFO-4243,Haiti,2015-04-04,2015-04-06
675,EM-DAT,2015-0116-HTI,Haiti,2015-04-04,2015-04-06
676,DFO,DFO-4237,Brazil,2015-02-23,2015-04-15
676,DFO,DFO-4246,Brazil,2015-04-01,2015-05-02
676,EM-DAT,2015-0208-BRA,Brazil,2015-04-01,2015-05-02
677,DFO,DFO-4238,Chile,2015-03-25,2015-04-08
677,EM-DAT,2015-0106-CHL,Chile,2015-03-25,2015-04-08
678,DFO,DFO-4242,Kazakhstan,2015-03-23,2015-04-15
678,EM-DAT,2015-0154-KAZ,Kazakhstan,2015-04-08,2015-04-12
679,DFO,DFO-4239,India,2015-03-20,2015-03-31
679,EM-DAT,2015-0107-IND,India,2015-03-20,2015-03-31
680,DFO,DFO-4231,Indonesia,2015-03-15,2015-03-23
680,EM-DAT,2015-0129-IDN,Indonesia,2015-03-15,2015-03-23
681,DFO,DFO-4229,Mexico,2015-03-13,2015-03-23
681,EM-DAT,2015-0382-MEX,Mexico,2015-03-13,2015-03-23
682,DFO,DFO-4232,Angola,2015-03-09,2015-03-23
682,DFO,DFO-4233,Angola,2015-03-09,2015-03-23
682,EM-DAT,2015-0090-AGO,Angola,2015-03-09,2015-03-23
682,EM-DAT,2015-0091-AGO,Angola,2015-03-09,2015-03-23
683,DFO,DFO-4241,Madagascar,2015-03-05,2015-04-15
683,EM-DAT,2015-0057-MDG,Madagascar,2015-02-27,2015-02-27
684,DFO,DFO-4225,Bolivia (Plurinational State of) • Peru,2015-02-20,2015-02-24
684,EM-DAT,2015-0383-BOL,Bolivia (Plurinational State of),2015-02-20,2015-02-24
685,DFO,DFO-4227,Dominican Republic,2015-02-20,2015-02-24
685,EM-DAT,2015-0060-DOM,Dominican Republic,2015-02-20,2015-02-24
686,DFO,DFO-4222,Indonesia,2015-02-05,2015-02-09
686,EM-DAT,2015-0076-IDN,Indonesia,2015-01-30,2015-02-02
686,EM-DAT,2015-0056-IDN,Indonesia,2015-02-05,2015-02-09
686,EM-DAT,2015-0077-IDN,Indonesia,2015-02-08,2015-02-13
687,DFO,DFO-4221,Greece • Albania,2015-02-01,2015-02-09
687,EM-DAT,2015-0038-GRC,Greece,2015-01-30,2015-02-09
687,EM-DAT,2015-0023-ALB,Albania,2015-01-31,2015-02-23
688,DFO,DFO-4220,Bolivia (Plurinational State of),2015-01-05,2015-02-09
688,EM-DAT,2014-0532-BOL,Bolivia (Plurinational State of),2014-10-01,2015-02-01
688,EM-DAT,2014-0529-BOL,Bolivia (Plurinational State of),2015-01-15,2015-01-31
689,DFO,DFO-4219,Malawi • Mozambique,2015-01-01,2015-02-09
689,EM-DAT,2015-0011-MOZ,Mozambique,2015-01-01,2015-02-09
689,EM-DAT,2015-0011-MWI,Malawi,2015-01-01,2015-01-21
690,DFO,DFO-4215,Sri Lanka,2014-12-20,2015-01-01
690,EM-DAT,2014-0495-LKA,Sri Lanka,2014-12-01,2015-01-05
691,DFO,DFO-4216,Malaysia • Thailand,2014-12-20,2015-01-01
691,EM-DAT,2014-0522-THA,Thailand,2014-12-13,2014-12-31
691,EM-DAT,2014-0494-MYS,Malaysia,2014-12-16,2014-12-30
692,DFO,DFO-4208,United States of America,2014-12-01,2014-12-05
692,DFO,DFO-4213,United States of America,2014-12-11,2014-12-14
692,EM-DAT,2014-0491-USA,United States of America,2014-12-02,2014-12-05
693,DFO,DFO-4209,France,2014-11-29,2014-12-05
693,EM-DAT,2014-0488-FRA,France,2014-11-25,2014-12-05
694,DFO,DFO-4207,Morocco,2014-11-24,2014-12-05
694,EM-DAT,2014-0490-MAR,Morocco,2014-11-28,2014-11-30
695,DFO,DFO-4204,Indonesia,2014-11-14,2014-11-16
695,EM-DAT,2014-0473-IDN,Indonesia,2014-11-22,2014-11-24
696,DFO,DFO-4203,France,2014-11-13,2014-11-16
696,EM-DAT,2014-0462-FRA,France,2014-11-15,2014-11-16
697,DFO,DFO-4206,Thailand,2014-11-07,2014-11-16
697,EM-DAT,2014-0471-THA,Thailand,2014-11-07,2014-11-16
698,DFO,DFO-4214,Colombia,2014-11-01,2014-12-20
698,EM-DAT,2014-0505-COL,Colombia,2014-11-01,2014-12-20
699,DFO,DFO-4202,Greece,2014-10-25,2014-10-27
